qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Protein Name	Genomic position	Organism	Entry Name	Gene Name	Keywords	Comments	ID
AUGUSTUS_g1.t1	tr|A0A453PZN4|A0A453PZN4_AEGTS	52.451	612	261	8	87	672	1	608	0.0	627	SubName: Full=Uncharacterized protein {ECO:0000313|EnsemblPlants:AET6Gv20923600.1};	Chromosome 6D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453PZN4_AEGTS	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453PZN4
AUGUSTUS_g1.t1	tr|A0A453P3L6|A0A453P3L6_AEGTS	55.871	528	215	4	178	690	15	539	0.0	541	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 6D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453P3L6_AEGTS	[]	['Reference proteome']	[]	A0A453P3L6
AUGUSTUS_g1.t1	tr|A0A453CDA1|A0A453CDA1_AEGTS	45.642	631	277	13	80	670	4	608	4.76e-151	455	RecName: Full=VWFA domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 2D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453CDA1_AEGTS	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453CDA1
AUGUSTUS_g1.t1	tr|A0A453CDF9|A0A453CDF9_AEGTS	45.455	638	280	14	75	670	3	614	6.66e-151	454	RecName: Full=VWFA domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 2D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453CDF9_AEGTS	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453CDF9
AUGUSTUS_g1.t1	tr|A0A453A1Z1|A0A453A1Z1_AEGTS	44.040	604	279	9	79	668	8	566	1.32e-149	448	RecName: Full=RING-type domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 1D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453A1Z1_AEGTS	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453A1Z1
AUGUSTUS_g1.t1	tr|A0A452YCM7|A0A452YCM7_AEGTS	43.307	635	290	14	79	670	54	661	2.86e-148	449	RecName: Full=VWFA domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 1D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A452YCM7_AEGTS	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A452YCM7
AUGUSTUS_g1.t1	tr|A0A453J5J6|A0A453J5J6_AEGTS	44.375	640	287	14	80	670	10	629	1.20e-147	447	RecName: Full=VWFA domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 4D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453J5J6_AEGTS	[]	['Coiled coil', 'Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453J5J6
AUGUSTUS_g1.t1	tr|A0A453J5I9|A0A453J5I9_AEGTS	45.840	589	285	10	80	644	10	588	5.83e-146	441	RecName: Full=VWFA domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 4D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453J5I9_AEGTS	[]	['Coiled coil', 'Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453J5I9
AUGUSTUS_g1.t1	tr|A0A453J5J0|A0A453J5J0_AEGTS	45.719	584	277	11	87	644	1	570	1.32e-145	442	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 4D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453J5J0_AEGTS	[]	['Coiled coil', 'Reference proteome']	[]	A0A453J5J0
AUGUSTUS_g1.t1	tr|A0A453J5I3|A0A453J5I3_AEGTS	48.133	482	223	9	187	644	156	634	2.28e-123	386	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 4D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453J5I3_AEGTS	[]	['Coiled coil', 'Reference proteome']	[]	A0A453J5I3
AUGUSTUS_g1.t1	tr|A0A453J5I3|A0A453J5I3_AEGTS	61.224	49	19	0	87	135	1	49	1.51e-14	79.7	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 4D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453J5I3_AEGTS	[]	['Coiled coil', 'Reference proteome']	[]	A0A453J5I3
AUGUSTUS_g1.t1	tr|A0A453J5I7|A0A453J5I7_AEGTS	48.133	482	223	9	187	644	145	623	2.29e-123	386	RecName: Full=VWFA domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 4D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453J5I7_AEGTS	[]	['Coiled coil', 'Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453J5I7
AUGUSTUS_g1.t1	tr|A0A453J5I7|A0A453J5I7_AEGTS	64.286	56	20	0	80	135	10	65	1.31e-14	79.7	RecName: Full=VWFA domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 4D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453J5I7_AEGTS	[]	['Coiled coil', 'Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453J5I7
AUGUSTUS_g1.t1	tr|A0A453J5I4|A0A453J5I4_AEGTS	48.133	482	223	9	187	644	208	686	1.23e-122	386	RecName: Full=RING-type domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 4D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453J5I4_AEGTS	[]	['Coiled coil', 'Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453J5I4
AUGUSTUS_g1.t1	tr|A0A453J5I4|A0A453J5I4_AEGTS	64.286	56	20	0	80	135	46	101	1.30e-14	80.1	RecName: Full=RING-type domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 4D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453J5I4_AEGTS	[]	['Coiled coil', 'Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453J5I4
AUGUSTUS_g1.t1	tr|A0A453PZB0|A0A453PZB0_AEGTS	48.744	398	167	7	1	365	1	394	7.64e-114	352	RecName: Full=RING-type domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 6D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453PZB0_AEGTS	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453PZB0
AUGUSTUS_g1.t1	tr|A0A453J5J5|A0A453J5J5_AEGTS	47.018	436	208	8	210	630	25	452	1.30e-110	344	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 4D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453J5J5_AEGTS	[]	['Reference proteome']	[]	A0A453J5J5
AUGUSTUS_g1.t1	tr|A0A453L7U6|A0A453L7U6_AEGTS	41.529	484	218	10	188	662	24	451	1.69e-101	320	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453L7U6_AEGTS	[]	['Reference proteome']	[]	A0A453L7U6
AUGUSTUS_g1.t1	tr|A0A453J5I8|A0A453J5I8_AEGTS	45.833	384	190	6	188	553	13	396	1.59e-97	308	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 4D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453J5I8_AEGTS	[]	['Reference proteome']	[]	A0A453J5I8
AUGUSTUS_g1.t1	tr|A0A453LHN5|A0A453LHN5_AEGTS	55.000	280	121	3	264	538	1	280	2.20e-96	301	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453LHN5_AEGTS	[]	['Reference proteome']	[]	A0A453LHN5
AUGUSTUS_g1.t1	tr|A0A453J7T2|A0A453J7T2_AEGTS	51.943	283	127	4	264	538	1	282	6.96e-85	271	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 4D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453J7T2_AEGTS	[]	['Reference proteome']	[]	A0A453J7T2
AUGUSTUS_g1.t1	tr|A0A453P3N5|A0A453P3N5_AEGTS	52.381	252	116	3	440	690	1	249	1.18e-72	238	RecName: Full=VWA-Hint protein Vwaint domain-containing protein {ECO:0000259|Pfam:PF14624};	Chromosome 6D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453P3N5_AEGTS	[]	['Reference proteome']	[]	A0A453P3N5
AUGUSTUS_g1.t1	tr|A0A453CYJ3|A0A453CYJ3_AEGTS	43.377	302	160	4	375	670	10	306	1.39e-62	213	RecName: Full=VWA-Hint protein Vwaint domain-containing protein {ECO:0000259|Pfam:PF14624};	Chromosome 2D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453CYJ3_AEGTS	[]	['Reference proteome']	[]	A0A453CYJ3
AUGUSTUS_g1.t1	tr|A0A453LI23|A0A453LI23_AEGTS	40.120	334	139	8	80	406	28	307	1.37e-61	210	RecName: Full=RING-type domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 5D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453LI23_AEGTS	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453LI23
AUGUSTUS_g1.t1	tr|A0A453J849|A0A453J849_AEGTS	48.472	229	112	4	418	643	1	226	4.31e-52	184	RecName: Full=VWA-Hint protein Vwaint domain-containing protein {ECO:0000259|Pfam:PF14624};	Chromosome 4D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453J849_AEGTS	[]	['Reference proteome']	[]	A0A453J849
AUGUSTUS_g1.t1	tr|A0A453JH41|A0A453JH41_AEGTS	32.367	414	237	12	252	646	44	433	1.95e-49	188	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453JH41_AEGTS	[]	['Reference proteome']	[]	A0A453JH41
AUGUSTUS_g1.t1	tr|A0A453JGN1|A0A453JGN1_AEGTS	32.367	414	237	12	252	646	64	453	2.20e-49	188	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453JGN1_AEGTS	[]	['Reference proteome']	[]	A0A453JGN1
AUGUSTUS_g1.t1	tr|A0A453CYJ7|A0A453CYJ7_AEGTS	38.435	294	135	5	375	662	10	263	2.85e-43	159	RecName: Full=VWA-Hint protein Vwaint domain-containing protein {ECO:0000259|Pfam:PF14624};	Chromosome 2D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453CYJ7_AEGTS	[]	['Reference proteome']	[]	A0A453CYJ7
AUGUSTUS_g1.t1	tr|A0A453QAT7|A0A453QAT7_AEGTS	30.375	507	292	16	188	672	3	470	1.03e-40	158	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 7D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453QAT7_AEGTS	[]	['Reference proteome']	[]	A0A453QAT7
AUGUSTUS_g1.t1	tr|A0A453JH12|A0A453JH12_AEGTS	29.960	504	293	17	187	670	3	466	1.24e-38	152	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453JH12_AEGTS	[]	['Reference proteome']	[]	A0A453JH12
AUGUSTUS_g1.t1	tr|A0A453JFL1|A0A453JFL1_AEGTS	30.968	465	266	16	226	670	23	452	8.60e-38	149	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453JFL1_AEGTS	[]	['Reference proteome']	[]	A0A453JFL1
AUGUSTUS_g1.t1	tr|A0A453MPD1|A0A453MPD1_AEGTS	32.367	414	235	15	245	645	59	440	2.29e-37	151	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 6D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453MPD1_AEGTS	[]	['Coiled coil', 'Membrane', 'Reference proteome', 'Transmembrane', 'Transmembrane helix']	[]	A0A453MPD1
AUGUSTUS_g1.t1	tr|A0A453JGF5|A0A453JGF5_AEGTS	28.139	462	284	13	226	672	53	481	1.93e-36	145	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453JGF5_AEGTS	[]	['Coiled coil', 'Reference proteome', 'Signal']	[]	A0A453JGF5
AUGUSTUS_g1.t1	tr|A0A453JH29|A0A453JH29_AEGTS	28.139	462	284	13	226	672	13	441	2.04e-36	145	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453JH29_AEGTS	[]	['Coiled coil', 'Reference proteome']	[]	A0A453JH29
AUGUSTUS_g1.t1	tr|A0A453GT69|A0A453GT69_AEGTS	28.542	480	292	12	187	649	2	447	5.30e-36	144	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 3D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453GT69_AEGTS	[]	['Reference proteome']	[]	A0A453GT69
AUGUSTUS_g1.t1	tr|A0A453STV0|A0A453STV0_AEGTS	29.688	448	250	11	249	670	83	491	5.78e-36	145	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 7D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453STV0_AEGTS	[]	['Reference proteome']	[]	A0A453STV0
AUGUSTUS_g1.t1	tr|A0A453ACY1|A0A453ACY1_AEGTS	31.407	398	237	10	239	614	309	692	1.39e-35	145	RecName: Full=RING-type domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 2D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453ACY1_AEGTS	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453ACY1
AUGUSTUS_g1.t1	tr|A0A453ACY1|A0A453ACY1_AEGTS	43.333	60	31	1	76	132	124	183	4.78e-09	62.0	RecName: Full=RING-type domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 2D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453ACY1_AEGTS	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453ACY1
AUGUSTUS_g1.t1	tr|A0A453ACU3|A0A453ACU3_AEGTS	31.407	398	237	10	239	614	271	654	2.75e-35	145	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 2D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453ACU3_AEGTS	[]	['Reference proteome']	[]	A0A453ACU3
AUGUSTUS_g1.t1	tr|A0A453MP99|A0A453MP99_AEGTS	39.815	216	97	8	245	451	68	259	9.93e-31	124	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 6D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453MP99_AEGTS	[]	['Reference proteome']	[]	A0A453MP99
AUGUSTUS_g1.t1	tr|A0A453KKF3|A0A453KKF3_AEGTS	30.449	312	165	8	77	358	35	324	2.05e-30	127	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 5D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453KKF3_AEGTS	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453KKF3
AUGUSTUS_g1.t1	tr|A0A453KKS5|A0A453KKS5_AEGTS	30.449	312	165	8	77	358	4	293	2.31e-30	127	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 5D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453KKS5_AEGTS	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453KKS5
AUGUSTUS_g1.t1	tr|A0A453KKF8|A0A453KKF8_AEGTS	30.449	312	165	8	77	358	33	322	2.34e-30	127	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 5D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453KKF8_AEGTS	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453KKF8
AUGUSTUS_g1.t1	tr|A0A453KKT3|A0A453KKT3_AEGTS	30.449	312	165	8	77	358	72	361	2.57e-30	127	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 5D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453KKT3_AEGTS	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453KKT3
AUGUSTUS_g1.t1	tr|A0A453KKS8|A0A453KKS8_AEGTS	30.128	312	166	8	77	358	2	291	6.57e-30	125	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 5D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453KKS8_AEGTS	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453KKS8
AUGUSTUS_g1.t1	tr|A0A453KKX9|A0A453KKX9_AEGTS	30.128	312	166	8	77	358	48	337	2.66e-29	124	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 5D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453KKX9_AEGTS	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A453KKX9
AUGUSTUS_g1.t1	tr|A0A453JH06|A0A453JH06_AEGTS	35.808	229	120	6	226	452	26	229	2.21e-28	116	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453JH06_AEGTS	[]	['Reference proteome']	[]	A0A453JH06
AUGUSTUS_g1.t1	tr|A0A453ACV7|A0A453ACV7_AEGTS	29.650	371	229	10	264	614	1	359	5.32e-28	119	RecName: Full=VWFA domain-containing protein {ECO:0000259|Pfam:PF13519};	Chromosome 2D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453ACV7_AEGTS	[]	['Reference proteome']	[]	A0A453ACV7
AUGUSTUS_g1.t1	tr|A0A453A944|A0A453A944_AEGTS	29.856	278	160	8	252	517	137	391	7.96e-26	112	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 2D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453A944_AEGTS	[]	['Reference proteome']	[]	A0A453A944
AUGUSTUS_g1.t1	tr|A0A453A913|A0A453A913_AEGTS	29.856	278	160	8	252	517	141	395	9.85e-26	112	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 2D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453A913_AEGTS	[]	['Reference proteome']	[]	A0A453A913
AUGUSTUS_g1.t1	tr|A0A453A942|A0A453A942_AEGTS	29.057	265	158	6	252	507	119	362	1.17e-25	114	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 2D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453A942_AEGTS	[]	['Reference proteome']	[]	A0A453A942
AUGUSTUS_g1.t1	tr|A0A453A8Y4|A0A453A8Y4_AEGTS	26.478	423	267	12	252	662	156	546	1.18e-25	114	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 2D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453A8Y4_AEGTS	[]	['Reference proteome']	[]	A0A453A8Y4
AUGUSTUS_g1.t1	tr|A0A453A928|A0A453A928_AEGTS	26.478	423	267	12	252	662	154	544	1.67e-25	114	RecName: Full=VWFA domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 2D	Aegilops tauschii subsp. strangulata (Goatgrass).	A0A453A928_AEGTS	[]	['Reference proteome']	[]	A0A453A928
