qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Protein Name	Genomic position	Organism	Entry Name	Gene Name	Keywords	Comments	ID
AUGUSTUS_g1.t1	tr|A0A9R0Y2S2|A0A9R0Y2S2_TRITD	50.774	711	320	8	1	690	1	702	0.0	650	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0Y2S2_TRITD	[{'ORFNames': ['TRITD_6Av1G145860 {ECO:0000313|EMBL:VAI47155.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0Y2S2
AUGUSTUS_g1.t1	tr|A0A9R1B0Q6|A0A9R1B0Q6_TRITD	54.444	630	262	6	78	690	2	623	0.0	650	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1B0Q6_TRITD	[{'ORFNames': ['TRITD_6Av1G145860 {ECO:0000313|EMBL:VAI47158.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1B0Q6
AUGUSTUS_g1.t1	tr|A0A9R0YX91|A0A9R0YX91_TRITD	48.476	722	316	10	1	673	1	715	0.0	649	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0YX91_TRITD	[{'ORFNames': ['TRITD_6Bv1G214000 {ECO:0000313|EMBL:VAI62649.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0YX91
AUGUSTUS_g1.t1	tr|A0A9R1B0N9|A0A9R1B0N9_TRITD	50.774	711	320	8	1	690	1	702	0.0	648	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1B0N9_TRITD	[{'ORFNames': ['TRITD_6Av1G145860 {ECO:0000313|EMBL:VAI47157.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1B0N9
AUGUSTUS_g1.t1	tr|A0A9R0YVT2|A0A9R0YVT2_TRITD	48.476	722	316	10	1	673	1	715	0.0	647	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0YVT2_TRITD	[{'ORFNames': ['TRITD_6Bv1G214000 {ECO:0000313|EMBL:VAI62647.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0YVT2
AUGUSTUS_g1.t1	tr|A0A9R0YA85|A0A9R0YA85_TRITD	48.199	722	318	10	1	673	1	715	0.0	645	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0YA85_TRITD	[{'ORFNames': ['TRITD_6Av1G215810 {ECO:0000313|EMBL:VAI51118.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0YA85
AUGUSTUS_g1.t1	tr|A0A9R0YXK2|A0A9R0YXK2_TRITD	47.784	722	314	11	1	673	1	708	0.0	644	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0000256|ARBA:ARBA00013928};	Chromosome 6b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0YXK2_TRITD	[{'ORFNames': ['TRITD_6Bv1G214000 {ECO:0000313|EMBL:VAI62650.1}']}]	['Cell cycle', 'Cell division', 'Metal-binding', 'Mitosis', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0YXK2
AUGUSTUS_g1.t1	tr|A0A9R0YVU3|A0A9R0YVU3_TRITD	48.446	708	320	9	1	673	1	698	0.0	638	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0YVU3_TRITD	[{'ORFNames': ['TRITD_6Bv1G214000 {ECO:0000313|EMBL:VAI62648.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0YVU3
AUGUSTUS_g1.t1	tr|A0A9R1PTP3|A0A9R1PTP3_TRITD	51.124	712	287	13	1	694	1	669	0.0	637	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 2b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1PTP3_TRITD	[{'ORFNames': ['TRITD_2Bv1G181670 {ECO:0000313|EMBL:VAH49471.1}']}]	['Metal-binding', 'Reference proteome', 'Signal', 'Zinc', 'Zinc-finger']	[]	A0A9R1PTP3
AUGUSTUS_g1.t1	tr|A0A9R1NZK4|A0A9R1NZK4_TRITD	50.986	710	292	11	1	694	1	670	0.0	635	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 2a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1NZK4_TRITD	[{'ORFNames': ['TRITD_2Av1G218410 {ECO:0000313|EMBL:VAH34100.1}']}]	['Metal-binding', 'Reference proteome', 'Signal', 'Zinc', 'Zinc-finger']	[]	A0A9R1NZK4
AUGUSTUS_g1.t1	tr|A0A9R1B4E8|A0A9R1B4E8_TRITD	48.164	708	322	9	1	673	1	698	0.0	634	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1B4E8_TRITD	[{'ORFNames': ['TRITD_6Av1G215810 {ECO:0000313|EMBL:VAI51120.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1B4E8
AUGUSTUS_g1.t1	tr|A0A9R0YN30|A0A9R0YN30_TRITD	51.429	665	294	7	1	644	1	657	0.0	626	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0YN30_TRITD	[{'ORFNames': ['TRITD_6Bv1G133210 {ECO:0000313|EMBL:VAI58542.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0YN30
AUGUSTUS_g1.t1	tr|A0A9R1B0N8|A0A9R1B0N8_TRITD	51.278	665	296	7	1	644	1	658	0.0	614	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1B0N8_TRITD	[{'ORFNames': ['TRITD_6Av1G145860 {ECO:0000313|EMBL:VAI47156.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1B0N8
AUGUSTUS_g1.t1	tr|A0A9R1B4I3|A0A9R1B4I3_TRITD	49.909	547	245	6	77	598	22	564	0.0	536	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1B4I3_TRITD	[{'ORFNames': ['TRITD_6Av1G215810 {ECO:0000313|EMBL:VAI51122.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1B4I3
AUGUSTUS_g1.t1	tr|A0A9R0YY75|A0A9R0YY75_TRITD	50.093	537	239	7	87	598	1	533	6.74e-179	525	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0000256|ARBA:ARBA00013928};	Chromosome 6b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0YY75_TRITD	[{'ORFNames': ['TRITD_6Bv1G214000 {ECO:0000313|EMBL:VAI62651.1}']}]	['Cell cycle', 'Cell division', 'Metal-binding', 'Mitosis', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0YY75
AUGUSTUS_g1.t1	tr|A0A9R1PTL7|A0A9R1PTL7_TRITD	44.496	645	292	12	80	684	10	628	2.70e-151	456	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 2b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1PTL7_TRITD	[{'ORFNames': ['TRITD_2Bv1G179950 {ECO:0000313|EMBL:VAH49347.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1PTL7
AUGUSTUS_g1.t1	tr|A0A9R1RA68|A0A9R1RA68_TRITD	46.393	610	277	13	75	663	3	583	1.26e-149	452	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 2a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1RA68_TRITD	[{'ORFNames': ['TRITD_2Av1G215700 {ECO:0000313|EMBL:VAH33944.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1RA68
AUGUSTUS_g1.t1	tr|A0A9R0V646|A0A9R0V646_TRITD	42.520	635	295	14	79	670	7	614	1.61e-143	436	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 1b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0V646_TRITD	[{'ORFNames': ['TRITD_1Bv1G093840 {ECO:0000313|EMBL:VAH16123.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0V646
AUGUSTUS_g1.t1	tr|A0A9R0TBH0|A0A9R0TBH0_TRITD	44.660	618	284	15	80	644	10	622	1.36e-141	433	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 4b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0TBH0_TRITD	[{'ORFNames': ['TRITD_4Bv1G193470 {ECO:0000313|EMBL:VAI10713.1}']}]	['Coiled coil', 'Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0TBH0
AUGUSTUS_g1.t1	tr|A0A9R0WQW0|A0A9R0WQW0_TRITD	44.556	597	260	10	80	666	9	544	4.09e-141	428	RecName: Full=VWFA domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 5a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0WQW0_TRITD	[{'ORFNames': ['TRITD_5Av1G187900 {ECO:0000313|EMBL:VAI20671.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0WQW0
AUGUSTUS_g1.t1	tr|A0A9R0WV80|A0A9R0WV80_TRITD	51.860	484	211	9	183	644	20	503	6.25e-137	417	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0WV80_TRITD	[{'ORFNames': ['TRITD_5Av1G244800 {ECO:0000313|EMBL:VAI25073.1}']}]	['Coiled coil', 'Reference proteome']	[]	A0A9R0WV80
AUGUSTUS_g1.t1	tr|A0A9R0U5J9|A0A9R0U5J9_TRITD	45.325	631	267	16	80	644	10	628	8.49e-129	400	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 5a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0U5J9_TRITD	[{'ORFNames': ['TRITD_5Av1G244800 {ECO:0000313|EMBL:VAI25072.1}']}]	['Coiled coil', 'Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0U5J9
AUGUSTUS_g1.t1	tr|A0A9R0TC05|A0A9R0TC05_TRITD	41.963	591	289	13	76	643	78	637	2.18e-127	396	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:VAI11024.1};	Chromosome 4b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0TC05_TRITD	[{'ORFNames': ['TRITD_4Bv1G198130 {ECO:0000313|EMBL:VAI11024.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0TC05
AUGUSTUS_g1.t1	tr|A0A9R0XF35|A0A9R0XF35_TRITD	49.032	465	221	7	213	669	3	459	1.37e-122	377	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0XF35_TRITD	[{'ORFNames': ['TRITD_5Bv1G178320 {ECO:0000313|EMBL:VAI35352.1}']}]	['Reference proteome']	[]	A0A9R0XF35
AUGUSTUS_g1.t1	tr|A0A9R0TD30|A0A9R0TD30_TRITD	47.718	482	224	9	188	644	198	676	1.94e-119	377	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:VAI10714.1};	Chromosome 4b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0TD30_TRITD	[{'ORFNames': ['TRITD_4Bv1G193470 {ECO:0000313|EMBL:VAI10714.1}']}]	['Coiled coil', 'Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0TD30
AUGUSTUS_g1.t1	tr|A0A9R0TD30|A0A9R0TD30_TRITD	52.830	53	19	1	80	132	10	56	8.42e-11	67.8	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:VAI10714.1};	Chromosome 4b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0TD30_TRITD	[{'ORFNames': ['TRITD_4Bv1G193470 {ECO:0000313|EMBL:VAI10714.1}']}]	['Coiled coil', 'Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0TD30
AUGUSTUS_g1.t1	tr|A0A9R0WVK1|A0A9R0WVK1_TRITD	45.339	472	242	8	249	704	13	484	2.42e-116	360	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0WVK1_TRITD	[{'ORFNames': ['TRITD_5Av1G244820 {ECO:0000313|EMBL:VAI25075.1}']}]	['Reference proteome']	[]	A0A9R0WVK1
AUGUSTUS_g1.t1	tr|A0A9R0WGB5|A0A9R0WGB5_TRITD	46.849	476	234	7	188	644	182	657	1.65e-109	352	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 4b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0WGB5_TRITD	[{'ORFNames': ['TRITD_4Bv1G193470 {ECO:0000313|EMBL:VAI10715.1}']}]	['Reference proteome']	[]	A0A9R0WGB5
AUGUSTUS_g1.t1	tr|A0A9R0WGB5|A0A9R0WGB5_TRITD	50.000	46	17	1	87	132	1	40	1.13e-06	54.7	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 4b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0WGB5_TRITD	[{'ORFNames': ['TRITD_4Bv1G193470 {ECO:0000313|EMBL:VAI10715.1}']}]	['Reference proteome']	[]	A0A9R0WGB5
AUGUSTUS_g1.t1	tr|A0A9R0RYG7|A0A9R0RYG7_TRITD	50.258	388	178	7	264	643	1	381	3.91e-109	340	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 3a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0RYG7_TRITD	[{'ORFNames': ['TRITD_3Av1G231530 {ECO:0000313|EMBL:VAH66798.1}']}]	['Reference proteome']	[]	A0A9R0RYG7
AUGUSTUS_g1.t1	tr|A0A9R0U3J3|A0A9R0U3J3_TRITD	48.377	308	140	5	233	528	1	301	1.37e-83	269	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0U3J3_TRITD	[{'ORFNames': ['TRITD_5Av1G244810 {ECO:0000313|EMBL:VAI25074.1}']}]	['Reference proteome']	[]	A0A9R0U3J3
AUGUSTUS_g1.t1	tr|A0A9R0WXV7|A0A9R0WXV7_TRITD	32.511	446	246	15	227	646	37	453	3.00e-52	196	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0WXV7_TRITD	[{'ORFNames': ['TRITD_5Bv1G003530 {ECO:0000313|EMBL:VAI26436.1}']}]	['Reference proteome']	[]	A0A9R0WXV7
AUGUSTUS_g1.t1	tr|A0A9R1AG48|A0A9R1AG48_TRITD	32.063	446	231	15	227	646	37	436	7.86e-51	192	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1AG48_TRITD	[{'ORFNames': ['TRITD_5Bv1G003530 {ECO:0000313|EMBL:VAI26437.1}']}]	['Reference proteome']	[]	A0A9R1AG48
AUGUSTUS_g1.t1	tr|A0A9R0TGX4|A0A9R0TGX4_TRITD	31.155	459	261	15	208	646	18	441	1.66e-50	191	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0TGX4_TRITD	[{'ORFNames': ['TRITD_5Av1G003680 {ECO:0000313|EMBL:VAI12155.1}']}]	['Reference proteome']	[]	A0A9R0TGX4
AUGUSTUS_g1.t1	tr|A0A9R1NHL0|A0A9R1NHL0_TRITD	28.205	585	355	17	76	614	127	692	2.86e-46	178	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 2a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1NHL0_TRITD	[{'ORFNames': ['TRITD_2Av1G010180 {ECO:0000313|EMBL:VAH25063.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1NHL0
AUGUSTUS_g1.t1	tr|A0A9R1NHI1|A0A9R1NHI1_TRITD	28.205	585	355	17	76	614	127	692	2.94e-46	178	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 2a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1NHI1_TRITD	[{'ORFNames': ['TRITD_2Av1G010180 {ECO:0000313|EMBL:VAH25059.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1NHI1
AUGUSTUS_g1.t1	tr|A0A9R1NHJ5|A0A9R1NHJ5_TRITD	28.376	585	354	17	76	614	127	692	3.77e-46	178	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 2a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1NHJ5_TRITD	[{'ORFNames': ['TRITD_2Av1G010180 {ECO:0000313|EMBL:VAH25060.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1NHJ5
AUGUSTUS_g1.t1	tr|A0A9R1NZ88|A0A9R1NZ88_TRITD	42.308	234	111	3	87	312	1	218	4.08e-46	172	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 2a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1NZ88_TRITD	[{'ORFNames': ['TRITD_2Av1G215700 {ECO:0000313|EMBL:VAH33943.1}']}]	['Reference proteome']	[]	A0A9R1NZ88
AUGUSTUS_g1.t1	tr|A0A9R1NZ88|A0A9R1NZ88_TRITD	49.215	191	93	2	435	621	222	412	1.28e-34	139	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 2a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1NZ88_TRITD	[{'ORFNames': ['TRITD_2Av1G215700 {ECO:0000313|EMBL:VAH33943.1}']}]	['Reference proteome']	[]	A0A9R1NZ88
