qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Protein Name	Genomic position	Organism	Entry Name	Gene Name	Keywords	Comments	ID
FGENESH_gene3	tr|A0A9R1B0N9|A0A9R1B0N9_TRITD	54.428	621	258	6	1	604	90	702	0.0	636	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1B0N9_TRITD	[{'ORFNames': ['TRITD_6Av1G145860 {ECO:0000313|EMBL:VAI47157.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1B0N9
FGENESH_gene3	tr|A0A9R0YX91|A0A9R0YX91_TRITD	52.365	613	262	8	1	587	107	715	0.0	630	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0YX91_TRITD	[{'ORFNames': ['TRITD_6Bv1G214000 {ECO:0000313|EMBL:VAI62649.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0YX91
FGENESH_gene3	tr|A0A9R0YXK2|A0A9R0YXK2_TRITD	52.365	613	262	8	1	587	100	708	0.0	630	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0000256|ARBA:ARBA00013928};	Chromosome 6b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0YXK2_TRITD	[{'ORFNames': ['TRITD_6Bv1G214000 {ECO:0000313|EMBL:VAI62650.1}']}]	['Cell cycle', 'Cell division', 'Metal-binding', 'Mitosis', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0YXK2
FGENESH_gene3	tr|A0A9R0YVT2|A0A9R0YVT2_TRITD	52.365	613	262	8	1	587	107	715	0.0	628	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0YVT2_TRITD	[{'ORFNames': ['TRITD_6Bv1G214000 {ECO:0000313|EMBL:VAI62647.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0YVT2
FGENESH_gene3	tr|A0A9R1B4F5|A0A9R1B4F5_TRITD	51.876	613	265	7	1	587	106	714	0.0	627	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1B4F5_TRITD	[{'ORFNames': ['TRITD_6Av1G215810 {ECO:0000313|EMBL:VAI51119.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1B4F5
FGENESH_gene3	tr|A0A9R1B4F4|A0A9R1B4F4_TRITD	51.876	613	265	7	1	587	108	716	0.0	626	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1B4F4_TRITD	[{'ORFNames': ['TRITD_6Av1G215810 {ECO:0000313|EMBL:VAI51121.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1B4F4
FGENESH_gene3	tr|A0A9R0YA85|A0A9R0YA85_TRITD	51.876	613	265	7	1	587	107	715	0.0	626	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0YA85_TRITD	[{'ORFNames': ['TRITD_6Av1G215810 {ECO:0000313|EMBL:VAI51118.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0YA85
FGENESH_gene3	tr|A0A9R0YVU3|A0A9R0YVU3_TRITD	52.421	599	266	7	1	587	107	698	0.0	618	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0YVU3_TRITD	[{'ORFNames': ['TRITD_6Bv1G214000 {ECO:0000313|EMBL:VAI62648.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0YVU3
FGENESH_gene3	tr|A0A9R1B4E8|A0A9R1B4E8_TRITD	51.920	599	269	6	1	587	107	698	0.0	615	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1B4E8_TRITD	[{'ORFNames': ['TRITD_6Av1G215810 {ECO:0000313|EMBL:VAI51120.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1B4E8
FGENESH_gene3	tr|A0A9R1NZK4|A0A9R1NZK4_TRITD	53.205	624	239	10	1	608	84	670	0.0	612	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 2a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1NZK4_TRITD	[{'ORFNames': ['TRITD_2Av1G218410 {ECO:0000313|EMBL:VAH34100.1}']}]	['Metal-binding', 'Reference proteome', 'Signal', 'Zinc', 'Zinc-finger']	[]	A0A9R1NZK4
FGENESH_gene3	tr|A0A9R0YN30|A0A9R0YN30_TRITD	55.304	575	234	5	1	558	89	657	0.0	611	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0YN30_TRITD	[{'ORFNames': ['TRITD_6Bv1G133210 {ECO:0000313|EMBL:VAI58542.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0YN30
FGENESH_gene3	tr|A0A9R1PTP3|A0A9R1PTP3_TRITD	53.045	624	240	10	1	608	83	669	0.0	610	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 2b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1PTP3_TRITD	[{'ORFNames': ['TRITD_2Bv1G181670 {ECO:0000313|EMBL:VAH49471.1}']}]	['Metal-binding', 'Reference proteome', 'Signal', 'Zinc', 'Zinc-finger']	[]	A0A9R1PTP3
FGENESH_gene3	tr|A0A9R1B0N8|A0A9R1B0N8_TRITD	55.304	575	234	5	1	558	90	658	0.0	601	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1B0N8_TRITD	[{'ORFNames': ['TRITD_6Av1G145860 {ECO:0000313|EMBL:VAI47156.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1B0N8
FGENESH_gene3	tr|A0A9R0YY75|A0A9R0YY75_TRITD	50.093	537	239	7	1	512	1	533	0.0	526	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0000256|ARBA:ARBA00013928};	Chromosome 6b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0YY75_TRITD	[{'ORFNames': ['TRITD_6Bv1G214000 {ECO:0000313|EMBL:VAI62651.1}']}]	['Cell cycle', 'Cell division', 'Metal-binding', 'Mitosis', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0YY75
FGENESH_gene3	tr|A0A9R1B4I3|A0A9R1B4I3_TRITD	49.721	537	241	6	1	512	32	564	3.14e-179	523	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 6a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1B4I3_TRITD	[{'ORFNames': ['TRITD_6Av1G215810 {ECO:0000313|EMBL:VAI51122.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1B4I3
FGENESH_gene3	tr|A0A9R1PTL7|A0A9R1PTL7_TRITD	44.146	632	287	12	7	598	23	628	2.71e-150	450	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 2b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1PTL7_TRITD	[{'ORFNames': ['TRITD_2Bv1G179950 {ECO:0000313|EMBL:VAH49347.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1PTL7
FGENESH_gene3	tr|A0A9R1RA68|A0A9R1RA68_TRITD	46.102	590	270	12	7	577	23	583	1.73e-147	443	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 2a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R1RA68_TRITD	[{'ORFNames': ['TRITD_2Av1G215700 {ECO:0000313|EMBL:VAH33944.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R1RA68
FGENESH_gene3	tr|A0A9R0V646|A0A9R0V646_TRITD	42.301	617	287	13	10	584	25	614	7.15e-142	428	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 1b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0V646_TRITD	[{'ORFNames': ['TRITD_1Bv1G093840 {ECO:0000313|EMBL:VAH16123.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0V646
FGENESH_gene3	tr|A0A9R0TBH0|A0A9R0TBH0_TRITD	44.186	602	278	16	10	558	26	622	6.33e-140	426	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 4b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0TBH0_TRITD	[{'ORFNames': ['TRITD_4Bv1G193470 {ECO:0000313|EMBL:VAI10713.1}']}]	['Coiled coil', 'Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0TBH0
FGENESH_gene3	tr|A0A9R0WQW0|A0A9R0WQW0_TRITD	44.463	587	257	9	4	580	17	544	1.09e-139	421	RecName: Full=VWFA domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 5a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0WQW0_TRITD	[{'ORFNames': ['TRITD_5Av1G187900 {ECO:0000313|EMBL:VAI20671.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0WQW0
FGENESH_gene3	tr|A0A9R0WV80|A0A9R0WV80_TRITD	51.860	484	211	9	97	558	20	503	4.77e-138	417	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0WV80_TRITD	[{'ORFNames': ['TRITD_5Av1G244800 {ECO:0000313|EMBL:VAI25073.1}']}]	['Coiled coil', 'Reference proteome']	[]	A0A9R0WV80
FGENESH_gene3	tr|A0A9R0TC05|A0A9R0TC05_TRITD	42.535	576	279	12	5	557	91	637	8.17e-128	394	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:VAI11024.1};	Chromosome 4b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0TC05_TRITD	[{'ORFNames': ['TRITD_4Bv1G198130 {ECO:0000313|EMBL:VAI11024.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0TC05
FGENESH_gene3	tr|A0A9R0U5J9|A0A9R0U5J9_TRITD	44.715	615	262	16	10	558	26	628	1.77e-126	391	RecName: Full=Anaphase-promoting complex subunit 11 {ECO:0008006|Google:ProtNLM};	Chromosome 5a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0U5J9_TRITD	[{'ORFNames': ['TRITD_5Av1G244800 {ECO:0000313|EMBL:VAI25072.1}']}]	['Coiled coil', 'Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0U5J9
FGENESH_gene3	tr|A0A9R0XF35|A0A9R0XF35_TRITD	49.134	462	219	7	127	580	3	456	3.78e-124	378	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0XF35_TRITD	[{'ORFNames': ['TRITD_5Bv1G178320 {ECO:0000313|EMBL:VAI35352.1}']}]	['Reference proteome']	[]	A0A9R0XF35
FGENESH_gene3	tr|A0A9R0TD30|A0A9R0TD30_TRITD	47.718	482	224	9	102	558	198	676	2.64e-120	377	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:VAI10714.1};	Chromosome 4b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0TD30_TRITD	[{'ORFNames': ['TRITD_4Bv1G193470 {ECO:0000313|EMBL:VAI10714.1}']}]	['Coiled coil', 'Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0TD30
FGENESH_gene3	tr|A0A9R0TD30|A0A9R0TD30_TRITD	50.000	46	17	1	1	46	17	56	4.54e-07	55.5	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:VAI10714.1};	Chromosome 4b	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0TD30_TRITD	[{'ORFNames': ['TRITD_4Bv1G193470 {ECO:0000313|EMBL:VAI10714.1}']}]	['Coiled coil', 'Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]	A0A9R0TD30
FGENESH_gene3	tr|A0A9R0WVK1|A0A9R0WVK1_TRITD	45.339	472	242	8	163	618	13	484	1.35e-117	361	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Chromosome 5a	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum).	A0A9R0WVK1_TRITD	[{'ORFNames': ['TRITD_5Av1G244820 {ECO:0000313|EMBL:VAI25075.1}']}]	['Reference proteome']	[]	A0A9R0WVK1
